Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
body,-1.46356336883091E-07,-3.51552591482118E-08,1.14116542881959E-08,0,0,0,79.5537197619098,1.64089584946241,3.23528257797902E-06,-5.94676449635078E-07,6.25234462192458,-1.08488705837856E-07,7.3876567503266,0,0,0,0,0,0,package://quad_robo/meshes/body.STL,0,0.752941176470588,0,1,0,0,0,0,0,0,package://quad_robo/meshes/body.STL,,body-1,body_origin,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
camera,-5.26641064091393E-09,0.0232978247256392,5.17607523509156E-08,0,0,0,0.0738276082029152,2.02746400750097E-05,-5.87121077446652E-12,5.41842911576072E-12,2.05931319726044E-05,5.76026306050092E-11,2.02745272851038E-05,0,0,0,0,0,0,package://quad_robo/meshes/camera.STL,0,0,0,1,0,0,0,0,0,0,package://quad_robo/meshes/camera.STL,,camera-1,Origin_camera_joint,Axis_camera_joint,camera_joint,fixed,0.4,-0.00500000000000023,0.095,1.5707963267949,0,0,body,0,1,0,,,,,,,,,,,,
back_right_thigh,0.062909843287888,-5.55111512312578E-16,0.0554258383771329,0,0,0,2.77020343496813,0.0122323817817133,1.41285095602017E-17,-0.00138250516290713,0.0121646709526814,5.36781719333995E-17,0.00671928758663995,0,0,0,0,0,0,package://quad_robo/meshes/back_right_thigh.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://quad_robo/meshes/back_right_thigh.STL,,thigh-2,Origin_back_right_thigh_joint,back_right_thigh,back_right_thigh_joint,revolute,-0.24995,-0.18,0,-1.57851534436428,0,3.14159265358979,body,-1,0,0,0,0,-3.14,3.14,,,,,,,,
back_right_leg,0.0730352545446933,-0.237417764752276,6.5188398845617E-09,0,0,0,6.93816869174773,0.144761661754863,-0.00478965570518421,-3.98269493506169E-08,0.0173922214758361,6.48408997339703E-09,0.145237872165608,0,0,0,0,0,0,package://quad_robo/meshes/back_right_leg.STL,0.501960784313725,1,0.501960784313725,1,0,0,0,0,0,0,package://quad_robo/meshes/back_right_leg.STL,,leg-2,Origin_back_right_leg_joint,back_right_leg,back_right_leg_joint,revolute,0.07005,0,0.070008,0.012688,-1.5708,0,back_right_thigh,1,0,0,0,0,-3.14,3.14,,,,,,,,
back_right_shin,0.0699916518608028,0.206758869782017,-2.45496274753343E-07,0,0,0,2.18909073352721,0.0495544592119496,-4.02316241301775E-09,-1.2891756100279E-08,0.00191161408925373,5.10972999990865E-09,0.0499442056233554,0,0,0,0,0,0,package://quad_robo/meshes/back_right_shin.STL,0,0,0,1,0,0,0,0,0,0,package://quad_robo/meshes/back_right_shin.STL,,shin-2,Origin_back_right_shin_joint,back_right_shin,back_right_shin_joint,revolute,0,-0.5,0,3.13239716961229,0,0,back_right_leg,-1,0,0,0,0,-3.14,3.14,,,,,,,,
back_left_thigh,0.062909843287888,-3.33066907387547E-16,0.0554258383771333,0,0,0,2.77020343496813,0.0122323817817133,6.46455545344482E-18,-0.00138250516290713,0.0121646709526814,2.54787510534094E-17,0.00671928758663995,0,0,0,0,0,0,package://quad_robo/meshes/back_left_thigh.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://quad_robo/meshes/back_left_thigh.STL,,thigh-3,Origin_back_left_thigh_joint,back_left_thigh,back_left_thigh_joint,revolute,-0.24995,0.18,0,1.5468,0,3.1416,body,-1,0,0,0,0,-3.14,3.14,,,,,,,,
back_left_leg,0.072963236277204,-0.237417763004437,-5.14056230915827E-09,0,0,0,6.93816842607885,0.144761657967399,-0.00478964566005541,-4.03728476959917E-08,0.017392218412496,9.89381740646201E-09,0.145237864969177,0,0,0,0,0,0,package://quad_robo/meshes/back_left_leg.STL,0.501960784313725,1,0.501960784313725,1,0,0,0,0,0,0,package://quad_robo/meshes/back_left_leg.STL,,leg-3,Origin_back_left_leg_joint,back_left_leg,back_left_leg_joint,revolute,0.0700499999999985,0,0.0700804080308911,1.57078961790696,-1.57079631189374,-1.55534042399146,back_left_thigh,1,0,0,0,0,-3.14,3.14,,,,,,,,
back_left_shin,0.069919797930706,0.206758606104935,2.62203067119549E-07,0,0,0,2.18909502281746,0.0495545339536704,-9.70636337147349E-11,-8.11442350270843E-09,0.00191161861589561,-1.96303128510681E-08,0.0499442789876987,0,0,0,0,0,0,package://quad_robo/meshes/back_left_shin.STL,0,0,0,1,0,0,0,0,0,0,package://quad_robo/meshes/back_left_shin.STL,,shin-3,Origin_back_left_shin_joint,back_left_shin,back_left_shin_joint,revolute,0,-0.5,0,-3.13137711623783,0,0,back_left_leg,-1,0,0,0,0,-3.14,3.14,,,,,,,,
front_left_thigh,0.062909843287888,-1.11022302462516E-16,0.0554258383771333,0,0,0,2.77020343496812,0.0122323817817133,2.81214938488428E-18,-0.00138250516290713,0.0121646709526814,1.5355013267826E-17,0.00671928758663994,0,0,0,0,0,0,package://quad_robo/meshes/front_left_thigh.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://quad_robo/meshes/front_left_thigh.STL,,thigh-1,Origin_front_left_thigh_joint,front_left_thigh,front_left_thigh_joint,revolute,0.24995,0.18,0,-1.541,0,0,body,-1,0,0,0,0,-3.14,3.14,,,,,,,,
front_left_leg,0.0729197874329797,-0.237417761694859,3.33459232448874E-09,0,0,0,6.93816836078529,0.144761656790624,-0.00478964515103163,-3.99813356402216E-08,0.0173922180334012,7.5587714024751E-09,0.145237863562429,0,0,0,0,0,0,package://quad_robo/meshes/front_left_leg.STL,0.501960784313725,1,0.501960784313725,1,0,0,0,0,0,0,package://quad_robo/meshes/front_left_leg.STL,,leg-1,Origin_front_left_leg_joint,front_left_leg,front_left_leg_joint,revolute,0.0700499999999982,0,0.0701238610761452,-1.5707963267949,-1.57079631189374,-1.57977054173432,front_left_thigh,1,0,0,0,0,-3.14,3.14,,,,,,,,
front_left_shin,0.0698764395589798,0.206758862215771,1.34053533940026E-07,0,0,0,2.18909066860029,0.0495544565143451,2.7795255573489E-09,-1.12016659458804E-08,0.00191161192130292,-2.86451210553766E-08,0.0499442043702863,0,0,0,0,0,0,package://quad_robo/meshes/front_left_shin.STL,0,0,0,1,0,0,0,0,0,0,package://quad_robo/meshes/front_left_shin.STL,,shin-1,Origin_front_left_shin_joint,front_left_shin,front_left_shin_joint,revolute,0,-0.5,0,-3.11813184338048,0,0,front_left_leg,-1,0,0,0,0,-3.14,3.14,,,,,,,,
front_right_thigh,0.062909843287888,1.11022302462516E-16,0.0554258383771331,0,0,0,2.77020343496813,0.0122323817817133,-2.30223555063719E-18,-0.00138250516290713,0.0121646709526814,-8.98532550447362E-18,0.00671928758663995,0,0,0,0,0,0,package://quad_robo/meshes/front_right_thigh.STL,0.250980392156863,0.250980392156863,0.250980392156863,1,0,0,0,0,0,0,package://quad_robo/meshes/front_right_thigh.STL,,thigh-4,Origin_front_right_thigh_joint,front_right_thigh,front_right_thigh_joint,revolute,0.24995,-0.18,0,1.57651439790666,0,0,body,-1,0,0,0,0,-3.14,3.14,,,,,,,,
front_right_leg,0.0730390174471298,-0.23741776527427,-3.69308134073876E-09,0,0,0,6.93816871372887,0.144761662160028,-0.00478965550109165,-4.02638939699464E-08,0.0173922216019095,9.32153008033164E-09,0.145237872671702,0,0,0,0,0,0,package://quad_robo/meshes/front_right_leg.STL,0.501960784313725,1,0.501960784313725,1,0,0,0,0,0,0,package://quad_robo/meshes/front_right_leg.STL,,leg-4,Origin_front_right_leg_joint,front_right_leg,front_right_leg_joint,revolute,0.0700500000000003,0,0.070004577437325,1.58359552808128,-1.57079631189374,-1.56692759309649,front_right_thigh,1,0,0,0,0,-3.14,3.14,,,,,,,,
front_right_shin,0.0699954264525831,0.20675886909659,-1.74080901305107E-07,0,0,0,2.18909072827596,0.0495544584922607,-1.29555843858146E-09,-1.28395081007654E-08,0.00191161363476337,7.95536208459755E-10,0.0499442059837185,0,0,0,0,0,0,package://quad_robo/meshes/front_right_shin.STL,0,0,0,1,0,0,0,0,0,0,package://quad_robo/meshes/front_right_shin.STL,,shin-4,Origin_front_right_shin_joint,front_right_shin,front_right_shin_joint,revolute,0,-0.5,0,3.11051444863319,0,0,front_right_leg,-1,0,0,0,0,-3.14,3.14,,,,,,,,
